,,,,,,,,,,,,,,GASTO DIARIO,,
,,,,,,,,,,,,,,vie 01/abr 22,"0,00",
,,,,,,,,,,,,,,sáb 02/abr 22,"1.600,00",birras lomo
,,,,,,,,,,,,,,dom 03/abr 22,"0,00",
,,,,,,,,,,,,,,lun 04/abr 22,"560,00",fubol y mayo
GASTOS,,,,PAGOS,,,,INGRESOS,,,mar 05/abr 22,"500,00",yerba,,,
FECHA,MONTO,CONCEPTO,,,FECHA,MONTO,CONCEPTO,,,FECHA,MONTO,CONCEPTO,,mié 06/abr 22,"3.100,00",birras lomo jueves
vie 1 de abr de 22,"5.000,00",madre,,,lun 11 de abr de 22,"31.800,00",alquler,,,,"954,04",Resto,,jue 07/abr 22,"900,00",toamte pan pelu
,,,,,vie 1 de abr de 22,"3.045,71",préstamo,,,vie 1 de abr de 22,"112.499,19",sueldo,,vie 08/abr 22,"460,00",pastis jueves
lun 4 de abr de 22,"500,00",PSA casino,,,vie 1 de abr de 22,"10.695,36",prestamo meja,,,vie 4 de nov de 22,"220.000,00",prestamo,,sáb 09/abr 22,"2.540,00",asado
lun 4 de jul de 22,"1.650,00",aritos,,,vie 1 de abr de 22,"5.612,75",bici,,,TOTAL,"333.453,23",,,dom 10/abr 22,"760,00",cafes
,"30,28",(?),,,vie 1 de abr de 22,"2.753,00",zapas,,, ,,,,lun 11/abr 22,"300,00",futbol
jue 4 de ago de 22,"3.000,00",juanma,,,vie 1 de abr de 22,"2.200,00",botines,,,DIARIO,Días restantes,Días totales,,mar 12/abr 22,"1.700,00",
vie 4 de nov de 22,"4.650,00",ssd etc,,,,,,,,650,5,30,,mié 13/abr 22,"0,00",
mié 13 de abr de 22,"3.500,00",flete meha,,,vie 1 de abr de 22,"2.343,82",telefono,,,,,25,,jue 14/abr 22,"2.200,00",juntada belu
mié 13 de abr de 22,"29.470,00",borcegos,,,vie 1 de abr de 22,"6.917,09",osde,,,TOTAL,19500,GASTADO,,vie 15/abr 22,"0,00",
mié 13 de abr de 22,"900,00",aritos,,,lun 4 de abr de 22,"3.000,00",gym,,,RESTO,-502,880,,sáb 16/abr 22,"50,00",pan
sáb 16 de abr de 22,"14.182,00",dinamobolso,,,vie 1 de abr de 22,"395,97",gas,,,SALDO,-2510,22010,,dom 17/abr 22,"0,00",
jue 21 de abr de 22,"3.700,00",suplementos,,,vie 1 de abr de 22,"2.817,00",internet,,,,,,,lun 18/abr 22,"1.110,00",desayuno futbol pan
vie 1 de abr de 22,"675,00",limpieza,,,vie 1 de abr de 22,"904,02",comision(?),,,SALDO,,,,mar 19/abr 22,"50,00",pan
dom 3 de abr de 22,"2.000,00",pollo huevos,,,jue 14 de abr de 22,"1.034,29",luz,,,,,,,mié 20/abr 22,"0,00",
mié 13 de abr de 22,"1.600,00",pollo mila,,,lun 18 de abr de 22,"397,28",gas,,,TOTAL,"18.099,66",,,jue 21/abr 22,"90,00",pan
lun 4 de abr de 22,"400,00",(?),,,vie 22 de abr de 22,"1.410,00",pollo,,,,"17145,62",,,vie 22/abr 22,"0,00",
vie 15 de abr de 22,"5.140,00",super,,,sáb 23 de abr de 22,"450,00",tabaco,,,,,,,sáb 23/abr 22,"350,00",tabaco
lun 18 de abr de 22,"2.310,00",nafta frutas huevos,,,,,,,,,,,,dom 24/abr 22,"1.280,00",lomo papas birra
jue 21 de abr de 22,"68.860,00",sociedad,,,,,,,,,,,,lun 25/abr 22,"0,00",
jue 21 de abr de 22,"70.000,00",auto,,,,,,,,,,,,mar 26/abr 22,"1.760,00",frutas y cervezas
TOTAL,"217.567,28",,,,TOTAL,"75.776,29",,,,,,,,mié 27/abr 22,"100,00",pan
,,,,,,,,,,,,,,jue 28/abr 22,"2.000,00",lomo papas birra
,,,,,,,,,,SALDO BANCO,"14779,66",,,vie 29/abr 22,"600,00",asado
,,,,,,,,,,EFECTIVO,3680,,,sáb 30/abr 22,,
,,,,,,,,,,TOTAL,"18459,66",,,dom 01/may 22,,
,,,,,,,,,DIF,DINERO-CALCULO,"360,000000000025",,,,,
