,,,,,,,,,,dom 20 de abr de 25,"19.579,00",comida,,semanaTer,,"695,21",,,,,,,,
,,,,,,,,,,lun 21 de abr de 25,"29.689,59",cabi,x,semanaCua,,"458,7",,,,,,,,
,,,,,,,,,,mié 23 de abr de 25,"16.075,95",cabi,x,autito,,"267,16",,,,,,,,
,,,,,,,,,,mié 23 de abr de 25,"25.200,00",chupiTucuTucu,x,alquiler,,"1093,14",,,,,,,"637,01",usdt
,,,,,,,,,,,"-2,59",,,telefono,,"39,2",,,,,,,"1.224,22",venta
,,,,,,,,,,,,,,semanaDos,,"161,16",,,,,,,"779.840,38",total
,,,,,,,,,,,,,,gym,,"80,01",,,,,,,"5,38",resto
,"0,00",varios,,,,,,,,,,,,total,"208781,21","15866,47","210432,09",,,,,,,
TOTAL,"0,00",,,,TOTAL,"14.829,00",,,,TOTAL,"202.212,80",,,,INV,REND,TOTAL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Resto,saldoMP,"114.778,78",,,,,,,,,,,,,,,,,,,,binanceMes,,
,autito,"100165,78",,,,,,,,,,,,,,,,,,,"779.835,00",binanceTotal,,
,emergencia,0,,,,,,,,,,,,,,,,,,,,,,
,binanceTotal,"779.835,00",,,,,,,,,,,,,,,,,,,,,,
,total,"125.602,44",,,,,,,,,,,,,,,,,,2 de mayo,"635,29",usdt,,
,sueldo,"1.070.829,10",,,,,,,,,,,,,,,,,,,"1.203,06",venta,,
,,,,,,,,,,,,,,,,,,,,,"764.291,99",total,,
,,,,,,,,,,,,,,,,,,,,,"-15.543,01",,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,8 de mayo,"635,75",usdt,,
,,,,,,,,,,,,,,,,,,,,,"1.108,11",venta,,
,,,,,,,,,,,,,,,,,,,,,"704.480,93",total,,
,,,,,,,,,,,,,,,,,,,,,"-75.354,07",,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,12 de mayo,"635,95",usdt,,
,,,,,,,,,,,,,,,,,,,,,"1.113,01",venta,,
,,,,,,,,,,,,,,,,,,,,,"707.818,71",total,,
,,,,,,,,,,,,,,,,,,,,,"-72.016,29",,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,14 de mayo,"636,13",usdt,,
,,,,,,,,,,,,,,,,,,,,,"1.124,55",venta,,
,,,,,,,,,,,,,,,,,,,,,"715.359,99",total,,
,,,,,,,,,,,,,,,,,,,,,"-64.475,01",,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,16 de mayo,"636,27",usdt,,
,,,,,,,,,,,,,,,,,,,,,"1.118,00",venta,,
,,,,,,,,,,,,,,,,,,,,,"711.349,86",total,,
,,,,,,,,,,,,,,,,,,,,,"-68.485,14",,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,16 de mayo,"637,01",usdt,,
,,,,,,,,,,,,,,,,,,,,,"1.166,76",venta,,
,,,,,,,,,,,,,,,,,,,,,"743.237,79",total,,
,,,,,,,,,,,,,,,,,,,,,"-36.597,21",,,
