,,,,,,,,,,,,,,GASTO DIARIO,,
,,,,,,,,,,,,,,vie 01/jul 22,"0,00",
,,,,,,,,,,,,,,sáb 02/jul 22,"700,00",aceite auto
,,,,,,,,,,,,,,dom 03/jul 22,,
,,,,,,,,,,,,,,lun 04/jul 22,"1.080,00",pan futbol y filtros
GASTOS,,,,PAGOS,,,,INGRESOS,,,mar 05/jul 22,"500,00",pan birra papas,,,
FECHA,MONTO,CONCEPTO,,,FECHA,MONTO,CONCEPTO,,,FECHA,MONTO,CONCEPTO,,mié 06/jul 22,"310,00",birra
MAYO,"330,00",aceite mayo ta,,,jue 14 de jul de 22,"31.800,00",alquler,,,,"551,38",Resto,,jue 07/jul 22,"100,00",pan
JUNIO,"4.005,45",VINOS ta,,,vie 1 de jul de 22,"3.093,13",préstamo,,,vie 1 de jul de 22,"142.614,00",sueldo,,vie 08/jul 22,"0,00",
JUNIO,"2.049,00",rada ta,,,vie 1 de jul de 22,"10.735,82",prestamo meja,,,mié 6 de jul de 22,"34.117,37",aguinaldo,,sáb 09/jul 22,"1.690,00","asado, nafta, birra"
JUNIO,"3.496,50",VINOS ta,,,MADRE,"5.612,75",bici,,,TOTAL,"177.282,75",,,dom 10/jul 22,"0,00",
JUNIO,"2.250,99",super,,,vie 7 de ene de 22,"3.324,00",calefactor,,, ,,,,lun 11/jul 22,"350,00",futbol
JUNIO,"3.410,00",super,,,MADRE,"2.200,00",botines ta 4,,,DIARIO,Días restantes,Días totales,,mar 12/jul 22,"0,00",
JUNIO,"1.500,00",nafta,,,mié 6 de jul de 22,"7.733,29",osde,,,500,14,31,,mié 13/jul 22,"1.300,00",
JUNIO,"2.889,00",pedidosya,,,MADRE,"2.343,82",telefono,,,,,17,,jue 14/jul 22,"190,00",birras
vie 8 de jul de 22,"5.500,00",suple,,,sáb 2 de jul de 22,"8.665,62",osde,,,TOTAL,15500,GASTADO,,vie 15/jul 22,"800,00","pelu, pan, papas"
vie 1 de jul de 22,"14.000,00",despedida,,,mar 5 de jul de 22,"3.500,00",gym,,,RESTO,94,834,,sáb 16/jul 22,"100,00",pan abu
vie 8 de jul de 22,"30.000,00",auto,,,mar 19 de jul de 22,"1.380,99",gas,,,SALDO,1320,14180,,dom 17/jul 22,"0,00",
,,,,,mié 6 de jul de 22,"1.000,00",internet,,,,,,,lun 18/jul 22,"260,00",pan
sáb 2 de jul de 22,"2.000,00","pollo, tomates",,,mar 19 de jul de 22,"1.597,49",luz,,,SALDO,,,,mar 19/jul 22,"290,00",birra
sáb 2 de jul de 22,"940,00",frutas,,,,,,,,,,,,mié 20/jul 22,"1.300,00",asado
mar 5 de jul de 22,"560,00",limpieza,,,vie 1 de jul de 22,"11.500,00",prestamo new,,,TOTAL,"913,79",,,jue 21/jul 22,"1.890,00",asado
dom 10 de jul de 22,"700,00",huevos,,,mayo,"582,68",luz mayo ta,,,,"362,410000000004",,,vie 22/jul 22,"400,00",pan
lun 11 de jul de 22,"4.340,00","pollo, tomates,super",,,JUNIO,"985,00",chromecast,,,,,,,sáb 23/jul 22,"2.470,00",asado tabaco
jue 14 de jul de 22,"550,00",milas,,,I,"3.747,00",PARLANTE,,,,,,,dom 24/jul 22,"0,00",
sáb 16 de jul de 22,"1.540,00",pollo,,,uno,"910,00",GAFAS,,,,,,,lun 25/jul 22,"0,00",
mar 26 de jul de 22,"1.630,00",pollo,,,,"-20.213,57",,,,,,,,mar 26/jul 22,"0,00",
TOTAL,"81.690,94",,,,TOTAL,"80.498,02",,,,,,,,mié 27/jul 22,"0,00",
,,,,,,,,,,,,,,jue 28/jul 22,"50,00",pan
,"33220,43",,,,madre,"10156,57",,,,SALDO BANCO,"913,79",,,vie 29/jul 22,"300,00",coca
,,"23063,86",,,,,,,,EFECTIVO,0,,,sáb 30/jul 22,"100,00",pan
TARJETA,"18356,62",,,,,,,,,TOTAL,"913,79",,,dom 31/jul 22,"0,00",
,"29479,62",,,,,,,,DIF,DINERO-CALCULO,"5,00222085975111E-11",,,,,
