,,,,,,,,,,saldoBanco,"0,42",,,lun 29/sep 25,,,lun 29/sep 25,"224,24",-73451,promedioReal,"109598,015",,,
,,,,,,,,,,efectivo,,,,mar 30/sep 25,"30.300,00",milas,mar 30/sep 25,"26,29",,promedioCalculado,"102243,065",,,
GASTOS TARJETA,,,,GASTOS TARJETA EXC,,,,TOTAL,"3222,08984999978",,,mié 01/oct 25,,,mié 01/oct 25,,,por semana,82100,,,,,
FECHA,MONTO,CONCEPTO,,,FECHA,MONTO,CONCEPTO,,DIF,DINERO-CALCULO,"54735,71",,,,,,TOTAL,"1137,08",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,gastosTarjetaVisa,,,RESERVA,MONTO,GANADO,TOTAL,,vencimientos,TRANSFERENCIAS,,,,,
,,,,,,,,,,FECHA,MONTO,CONCEPTO,,autito,"0,00",,0,,,FECHA,MONTO,CONCEPTO,,
,,,,,,,,,,disney+,"18.399,00",nivel6,x,emergencia,,,0,,,vie 1 de ago de 25,"488.532,10",comision(?),,
,,,,,,,,,,diez/doce,"4.915,75",bermudaAdidas,x,,,,,,,lun 1 de sep de 25,"476.000,00",sueldo,,
,,,,,,,,,,nueve/doce,"1.249,92",mouse,x,,,,,,,mié 10 de sep de 25,"42.379,00",transferencia,,
,,,,,,,,,,ocho/doce,"5.425,00",shortsRosario,x,,,,,,,mié 10 de sep de 25,"52.350,00",transferencia,,
,,,,,,,,,,siete/treinta,"9.571,60",monitor,x,,,,,,,vie 12 de sep de 25,"60.000,00",alquiler,,
,,,,,,,,,,cuatro/seis,"9.918,92",boxers,x,,,,,,,lun 15 de sep de 25,"240.000,00",alquiler,,
,,,,,,,,,,tres/seis,"30.966,67",camAnsilt,x,,,,,,,mié 17 de sep de 25,"47.945,00",devoPromo,,
,,,,,,,,,,dos/seis,"3.066,51",auris,x,tarjeta2,,"82,37",,,,vie 19 de sep de 25,"2.143,00",transferencia,,
,,,,,,,,,,dos/tres,"14.525,97",varios,x,tarjeta,,"212,74",,,,mié 24 de sep de 25,"17.142,00",transferencia,,
,,,,,,,,,,tres/tres,"15.525,12",eternauta,x,sem3,,"141,45",,,,mié 24 de sep de 25,"71.142,00",transferencia,,
,,,,,,,,,,lun 18 de ago de 25,"24.899,00",mila,,carnet,,"773,75",,,,,,,,
,,,,,,,,,,mié 20 de ago de 25,"21.588,70",cabiMotoParada,,alquiler,,"4095,01",,,,,,,,
,,,,,,,,,,,,,,dentista,,"317,27",,,,,,,"670,13",usdt
,,,,,,,,,,,,,,service,,"531,5",,,,,,,"1.163,71",venta
,,,,,,,,,,,,,,transferencia,,"310,68",,,,,,,,
,,,,,,,,,,,,,,telefono,,"89,08",,,,,,,,
,"0,00",varios,,,,,,,,,,varios,,total,0,"6642,93",0,,,,,,,
TOTAL,"0,00",,,,TOTAL,"0,00",,,,TOTAL,"160.052,16",,,,INV,REND,TOTAL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Resto,saldoMP,"34.539,90",,,service,"65516,37",,,,,,,,,,,,,,,,binanceMes,,
,autito,0,,,carnet,"53721,36",,,,,,,,,,,,,,,"779.835,00",binanceTotal,,
,emergencia,0,,,dentista,"50535,33",,,,,,,,,,,,,,,,,,
,binanceTotal,"779.835,00",,,transferencia,"43293,7",,,,,,,,,,,,,,1 de agosto,"646,05",usdt,,
,total,"235.596,35",,,,,,,,,,,,,,,,,,,"1.389,52",venta,,
