TARJETA,30000,"-2180,5",,,eze(?),194320,,,,Vivienda 1,"107438,35",,,GASTO DIARIO,,,INTMP,,,,,
ALQUILER EZE,180000,,,,,,,,,Mes 2,"214876,7",,,vie 01/nov 24,,,vie 01/nov 24,"5,76",GASTOS,"1.053.715,79",dolar blue,porHora
auto,,,,,total,194320,7160,,,,,,,sáb 02/nov 24,"19.549,00",mila,sáb 02/nov 24,,PAGOS,"489.840,99",1250,40hsSem
trading,,,,,,,374320,,,,,,,dom 03/nov 24,"19.500,00",mechySube,dom 03/nov 24,,DIARIO,109500,minDolar,8
,,,,,,--->>>,194320,,,INGRESOS,,,lun 04/nov 24,,,lun 04/nov 24,"288,19",costoVida,"1.653.056,78",1322,,
GASTOS,,,,PAGOS,,,,FECHA,MONTO,CONCEPTO,,mar 05/nov 24,,,mar 05/nov 24,"17,94",VERDADERO,GASTOS EXTRAS,,,,
FECHA,MONTO,CONCEPTO,,,FECHA,MONTO,CONCEPTO,,,,"181.323,89",Resto,,mié 06/nov 24,"6.300,00",subeCafe,mié 06/nov 24,,"1.053.715,79",FECHA,MONTO,CONCEPTO
mié 8 de may de 24,"32.180,50",mastercard,,,lun 18 de nov de 24,"300.000,00",alquler,,,vie 1 de nov de 24,"921.159,74",sueldo,,jue 07/nov 24,"5.000,00",cortePelo,jue 07/nov 24,"10,80","295.520,99",,,
mié 8 de may de 24,"252.580,02",visa,,,vie 1 de nov de 24,"10.119,59",prestamo meja,50,60,,"10.051,50",inversiones,,vie 08/nov 24,"2.000,00",birra,vie 08/nov 24,"5,34",109500,mar 5 de nov de 24,"13.400,00",polloPapas
,,,,,vie 1 de nov de 24,"10.423,49",prestamo new,53,72,,"350.000,00",prestamoMP,,sáb 09/nov 24,"15.000,00",hieloSube,sáb 09/nov 24,,total,dom 10 de nov de 24,"5.000,00",fiambre
-----,,,,,vie 1 de nov de 24,"10.928,59",prestamo fibra,35,36,TOTAL,"1.462.535,13",,,dom 10/nov 24,,,dom 10/nov 24,,1458737,lun 11 de nov de 24,"15.113,00",polloPapas
,,,,,vie 1 de nov de 24,"13.463,64",prestamoBsAS,35,36, ,,,,lun 11/nov 24,,,lun 11/nov 24,"33,01",sueldoDolar,jue 14 de nov de 24,"13.550,00",birras
vie 1 de nov de 24,"21.913,46",adelanto,,,lun 11 de nov de 24,"20.585,68",telefono,,,DIARIO,Días restantes,Días totales,,mar 12/nov 24,"11.800,00",mechi,mar 12/nov 24,"11,24",1167,vie 15 de nov de 24,"1.050,00",pan
vie 1 de nov de 24,"16.396,32",adelanto,,,vie 15 de nov de 24,"50.000,00",gym,,,3650,1,30,,mié 13/nov 24,,,mié 13/nov 24,"7,82",,sáb 16 de nov de 24,"3.650,00",lecheAzucar
vie 1 de nov de 24,"16.357,52",adelanto,,,,,Osde | dientes,,,,,29,,jue 14/nov 24,"3.000,00",sube,jue 14/nov 24,"6,20",sueldoDolar,sáb 16 de nov de 24,"8.038,49",comilona
vie 1 de nov de 24,"7.128,92",maReProCel,,,lun 18 de nov de 24,"10.620,00",agua,,,TOTAL,109500,GASTADO,,vie 15/nov 24,,,vie 15/nov 24,"3,43",porHora,dom 17 de nov de 24,"21.000,00",flanesNK
vie 1 de nov de 24,"12.000,00",cumpleBuchi,,,lun 18 de nov de 24,"8.700,00",edesur,,,RESTO,351,3764,,sáb 16/nov 24,,,sáb 16/nov 24,,"5,50",lun 18 de nov de 24,"11.749,00",milasFritas
mié 6 de nov de 24,"375.000,00",notebook,,,lun 18 de nov de 24,"25.000,00",internet,,,SALDO,351,109149,,dom 17/nov 24,,,dom 17/nov 24,,mes,mar 19 de nov de 24,"16.550,00",partidoArg
jue 7 de nov de 24,"24.000,00",marimba,,,,,,,,,,,,lun 18/nov 24,,,lun 18/nov 24,,880,mié 20 de nov de 24,"13.360,00",verduPollo
vie 8 de nov de 24,"1.800,00",microHall,,,,,,,,SALDO,,,,mar 19/nov 24,,,mar 19/nov 24,"67,34",,vie 22 de nov de 24,"6.000,00",bondiola
vie 8 de nov de 24,"19.999,56",nafta,,,lun 18 de nov de 24,"30.000,00",gas,,,,,,,mié 20/nov 24,"5.500,00",pelu,mié 20/nov 24,"14,54",,vie 22 de nov de 24,"-2.450,00",mogasBirras
jue 14 de nov de 24,"2.000,00",farmacia,,,,,,,,SALDO,"4.149,35","-35850,65",,jue 21/nov 24,,,jue 21/nov 24,"5,55",diferencia,sáb 23 de nov de 24,"22.749,00",milasFritas
vie 15 de nov de 24,"14.700,00",comiCape,,,,,,,,,"-917010,390163329",,,vie 22/nov 24,"3.100,00",futbol,vie 22/nov 24,"5,57",dolar,dom 24 de nov de 24,"4.150,00",panMilas
sáb 16 de nov de 24,"59.100,00",burguer,,,,,,,,,,,,sáb 23/nov 24,,,sáb 23/nov 24,,-287,lun 25 de nov de 24,"13.400,00",polloAceite
sáb 30 de nov de 24,"10.000,00",modista,,,lun 18 de nov de 24,"-187.160,00",eze,,,,,,,dom 24/nov 24,"2.000,00",sube,dom 24/nov 24,,pesos,mié 27 de nov de 24,"22.250,00",polloVerduPan
,,,,,,,,,,,,,,lun 25/nov 24,,,lun 25/nov 24,"32,95",-358737,,,
,,paracaidas,,,lun 18 de nov de 24,"-7.160,00",retro,,,rendimientosReservas,"10051,5",,,mar 26/nov 24,,,mar 26/nov 24,"1,41",,,,
TOTAL,"1.053.715,79",,,,TOTAL,"295.520,99",,,,,,,,mié 27/nov 24,,,mié 27/nov 24,"1,42",,TOTAL,"188.559,49",
,,,,,,,,,,saldoMercadoPago,"3.230,01",,,jue 28/nov 24,,,jue 28/nov 24,,casa,Estipulado,180000,
,,,,,,,,,,saldoBanco,"19,98",,,vie 29/nov 24,,,vie 29/nov 24,,-179368,,,
,,,,,,,,,,efectivo,"900,00",,,sáb 30/nov 24,"16.400,00",desayuno,sáb 30/nov 24,,,,,
GASTOS TARJETA,,,,GASTOS TARJETA EXC,,,,TOTAL,"4149,99483666688",,,dom 01/dic 24,,,dom 01/dic 24,,,,,,,
FECHA,MONTO,CONCEPTO,,,FECHA,MONTO,CONCEPTO,,DIF,DINERO-CALCULO,"0,644999995616672",,,,,,TOTAL,"518,51",,,,
cinco/seis,"16.866,50",camisetaAfa,,,,,,,,,,,,,,,,,,,,
cuatro/seis,"15.314,00",armario,,,,,,,,gastosTarjetaVisa,,,RESERVA,MONTO,GANADO,TOTAL,,,,,,
,,,,,,,,,,FECHA,MONTO,CONCEPTO,,,,,,,,,,
,,,,,,,,,,cinco/seis,"12.210,00",chaleco,,semanaCua,,"2429,15",,,,,,
,,,,,,,,,,cinco/seis,"6.854,60",tabacoMayo,,,,,,,,,,
,,,,,,,,,,tres/tres,"34.996,67",proteWorkUp,,,,,,,,,,
,,,,,,,,,,tres/cuatro,"18.318,44",easy,,semanaTres,,"1534,85",,,,,,
,,,,,,,,,,disney+,"7.396,96",nivel6,,alquiler,,"2251,01",,,,,,
,,,,,,,,,,tres/seis,"17.264,77",tabacoJulio,,autito,,"714,71",,,,,,
,,,,,,,,,,dos/nueve,"18.493,92",pasajes,,Gym,,"690,44",,,,,,
,,,,,,,,,,dos/seis,"22.466,70",zaps,,emergencia,,"666,71",,,,,,
,,,,,,,,,,dos/seis,"15.583,17",auris,,semanaDos,,"713,71",,,,,,
,,,,,,,,,,dom 15 de sep de 24,"4.355,91",taxiJagEze,,dentista,,"327,26",,,,,,
,,,,,,,,,,vie 20 de sep de 24,"22.547,86",taxiAepJag,,teléfono,,"205,15",,,,,,
,,,,,,,,,,vie 20 de sep de 24,"31.934,30",farmacity,,,"0,00","0,00","0,00",,,,,
,,,,,,,,,,uno/seis,"9.867,20",camisa,,,"0,00","0,00","0,00",,,,,
,,,,,,,,,,uno/tres,"24.842,33",suple,,,"0,00","0,00","0,00",,,,,
,,,,,,,,,,vie 20 de sep de 24,"5.450,00",cafeAero,,,"0,00","0,00","0,00",,,,,
,,,,,,,,,,,"-2,81",,,,"0,00","0,00","0,00",,,,,
,,varios,,,,,,,,,,,,total,"0,00","9532,99","0,00",,,,,
TOTAL,"32.180,50",,,,TOTAL,"0,00",,,,TOTAL,"252.580,02",,,,INV,REND,TOTAL,,,,,
